2972.9122138398484 -3206.0 [21.0, 4.0, 14.0, 29.0, 16.0, 41.0, 3.0, 33.0, 13.0, 35.0, 34.0, 40.0, 20.0, 12.0, 23.0, 1.0, 5.0, 8.0, 19.0, 22.0, 30.0, 17.0, 39.0, 42.0, 37.0, 6.0, 18.0, 32.0, 9.0, 38.0, 28.0, 31.0, 26.0, 11.0, 2.0, 36.0, 15.0, 25.0, 10.0, 24.0, 7.0, 27.0]
2755.499829032481 -2976.0 [10.0, 16.0, 29.0, 13.0, 28.0, 42.0, 41.0, 2.0, 5.0, 1.0, 11.0, 21.0, 32.0, 36.0, 15.0, 3.0, 40.0, 7.0, 23.0, 34.0, 37.0, 35.0, 8.0, 25.0, 31.0, 22.0, 17.0, 26.0, 20.0, 39.0, 33.0, 12.0, 27.0, 14.0, 9.0, 24.0, 19.0, 38.0, 18.0, 6.0, 4.0, 30.0]
2430.8770488386535 -2628.0 [16.0, 23.0, 21.0, 28.0, 14.0, 15.0, 2.0, 33.0, 27.0, 32.0, 7.0, 38.0, 8.0, 35.0, 41.0, 11.0, 39.0, 5.0, 1.0, 42.0, 17.0, 29.0, 22.0, 19.0, 25.0, 26.0, 37.0, 3.0, 31.0, 34.0, 20.0, 4.0, 30.0, 40.0, 9.0, 10.0, 24.0, 36.0, 18.0, 12.0, 13.0, 6.0]
3184.5902564787834 -3440.0 [35.0, 10.0, 22.0, 30.0, 36.0, 24.0, 19.0, 31.0, 17.0, 39.0, 33.0, 27.0, 37.0, 3.0, 42.0, 32.0, 6.0, 16.0, 25.0, 15.0, 38.0, 29.0, 23.0, 4.0, 18.0, 26.0, 7.0, 41.0, 9.0, 8.0, 20.0, 12.0, 34.0, 14.0, 40.0, 1.0, 21.0, 2.0, 11.0, 13.0, 28.0, 5.0]
3395.3327726466805 -3629.0 [40.0, 31.0, 17.0, 37.0, 7.0, 25.0, 20.0, 38.0, 39.0, 3.0, 15.0, 2.0, 11.0, 29.0, 21.0, 12.0, 30.0, 27.0, 35.0, 23.0, 5.0, 14.0, 42.0, 13.0, 34.0, 4.0, 22.0, 41.0, 32.0, 26.0, 1.0, 16.0, 9.0, 19.0, 8.0, 28.0, 36.0, 18.0, 24.0, 6.0, 33.0, 10.0]
2692.4729548485952 -2925.0 [26.0, 20.0, 38.0, 35.0, 5.0, 9.0, 28.0, 29.0, 31.0, 15.0, 25.0, 37.0, 21.0, 10.0, 17.0, 13.0, 34.0, 14.0, 23.0, 22.0, 12.0, 16.0, 3.0, 42.0, 1.0, 19.0, 41.0, 6.0, 8.0, 2.0, 39.0, 40.0, 11.0, 7.0, 24.0, 33.0, 4.0, 27.0, 32.0, 18.0, 36.0, 30.0]
2845.6643976305754 -3077.0 [25.0, 30.0, 23.0, 6.0, 18.0, 20.0, 24.0, 27.0, 42.0, 10.0, 22.0, 32.0, 12.0, 21.0, 36.0, 28.0, 38.0, 35.0, 13.0, 29.0, 3.0, 4.0, 40.0, 33.0, 15.0, 37.0, 16.0, 39.0, 5.0, 34.0, 1.0, 8.0, 9.0, 2.0, 11.0, 31.0, 26.0, 17.0, 41.0, 7.0, 19.0, 14.0]
3371.7718413813627 -3579.0 [18.0, 30.0, 11.0, 6.0, 23.0, 42.0, 28.0, 24.0, 16.0, 1.0, 5.0, 13.0, 38.0, 21.0, 27.0, 2.0, 41.0, 9.0, 37.0, 17.0, 34.0, 20.0, 12.0, 36.0, 10.0, 33.0, 8.0, 19.0, 40.0, 15.0, 3.0, 32.0, 22.0, 35.0, 7.0, 14.0, 4.0, 29.0, 39.0, 31.0, 26.0, 25.0]
2664.580819331788 -2883.0 [13.0, 27.0, 2.0, 8.0, 6.0, 3.0, 37.0, 36.0, 32.0, 16.0, 1.0, 19.0, 9.0, 40.0, 42.0, 39.0, 17.0, 21.0, 15.0, 31.0, 5.0, 26.0, 11.0, 7.0, 38.0, 30.0, 22.0, 20.0, 41.0, 24.0, 33.0, 12.0, 18.0, 14.0, 25.0, 29.0, 23.0, 35.0, 28.0, 34.0, 10.0, 4.0]
2797.253920556706 -3036.0 [34.0, 26.0, 2.0, 9.0, 17.0, 33.0, 12.0, 22.0, 5.0, 8.0, 35.0, 32.0, 10.0, 42.0, 18.0, 11.0, 38.0, 27.0, 13.0, 36.0, 6.0, 1.0, 30.0, 7.0, 31.0, 39.0, 40.0, 21.0, 37.0, 28.0, 24.0, 29.0, 25.0, 19.0, 15.0, 20.0, 16.0, 4.0, 23.0, 14.0, 41.0, 3.0]
2922.0153995744117 -3189.0 [38.0, 28.0, 16.0, 11.0, 20.0, 40.0, 3.0, 42.0, 26.0, 14.0, 30.0, 13.0, 29.0, 5.0, 9.0, 6.0, 2.0, 12.0, 33.0, 18.0, 19.0, 4.0, 17.0, 31.0, 34.0, 27.0, 1.0, 22.0, 23.0, 24.0, 7.0, 8.0, 21.0, 39.0, 10.0, 41.0, 25.0, 32.0, 35.0, 37.0, 15.0, 36.0]
2791.927504633383 -3012.0 [26.0, 7.0, 12.0, 1.0, 31.0, 32.0, 40.0, 21.0, 35.0, 2.0, 29.0, 16.0, 23.0, 18.0, 37.0, 9.0, 22.0, 24.0, 20.0, 15.0, 36.0, 5.0, 34.0, 19.0, 25.0, 39.0, 10.0, 14.0, 30.0, 33.0, 6.0, 42.0, 4.0, 8.0, 3.0, 27.0, 17.0, 28.0, 38.0, 11.0, 13.0, 41.0]
3065.015127926844 -3311.0 [28.0, 8.0, 5.0, 9.0, 2.0, 27.0, 36.0, 22.0, 31.0, 13.0, 35.0, 25.0, 38.0, 33.0, 40.0, 7.0, 34.0, 17.0, 42.0, 41.0, 10.0, 4.0, 14.0, 16.0, 29.0, 20.0, 6.0, 19.0, 1.0, 30.0, 32.0, 12.0, 37.0, 11.0, 18.0, 26.0, 23.0, 39.0, 21.0, 24.0, 15.0, 3.0]
3323.3396583491044 -3554.0 [41.0, 11.0, 9.0, 18.0, 31.0, 12.0, 6.0, 29.0, 22.0, 14.0, 39.0, 20.0, 2.0, 40.0, 15.0, 36.0, 24.0, 17.0, 37.0, 23.0, 10.0, 26.0, 33.0, 5.0, 32.0, 16.0, 34.0, 21.0, 30.0, 1.0, 13.0, 42.0, 8.0, 27.0, 3.0, 19.0, 35.0, 25.0, 28.0, 38.0, 4.0, 7.0]
2877.2055575024915 -3118.0 [3.0, 9.0, 20.0, 30.0, 29.0, 16.0, 11.0, 17.0, 12.0, 15.0, 32.0, 4.0, 39.0, 22.0, 1.0, 33.0, 27.0, 37.0, 42.0, 21.0, 18.0, 10.0, 31.0, 40.0, 35.0, 8.0, 19.0, 34.0, 7.0, 41.0, 36.0, 24.0, 23.0, 6.0, 2.0, 14.0, 26.0, 38.0, 28.0, 25.0, 13.0, 5.0]
2792.045863732576 -3014.0 [21.0, 39.0, 26.0, 40.0, 7.0, 37.0, 30.0, 8.0, 13.0, 32.0, 11.0, 18.0, 17.0, 41.0, 14.0, 35.0, 31.0, 36.0, 5.0, 34.0, 3.0, 2.0, 4.0, 29.0, 1.0, 19.0, 33.0, 12.0, 9.0, 22.0, 38.0, 42.0, 24.0, 16.0, 20.0, 10.0, 6.0, 25.0, 23.0, 27.0, 28.0, 15.0]
2613.0751155268085 -2839.0 [36.0, 40.0, 23.0, 27.0, 34.0, 30.0, 31.0, 22.0, 12.0, 10.0, 33.0, 35.0, 24.0, 11.0, 26.0, 32.0, 25.0, 37.0, 21.0, 1.0, 13.0, 16.0, 2.0, 17.0, 5.0, 42.0, 7.0, 38.0, 3.0, 39.0, 14.0, 18.0, 41.0, 9.0, 8.0, 4.0, 6.0, 15.0, 28.0, 19.0, 29.0, 20.0]
3159.463817405753 -3402.0 [13.0, 37.0, 25.0, 7.0, 26.0, 34.0, 4.0, 1.0, 29.0, 6.0, 21.0, 24.0, 19.0, 9.0, 42.0, 15.0, 5.0, 14.0, 39.0, 18.0, 10.0, 22.0, 41.0, 27.0, 11.0, 32.0, 30.0, 3.0, 28.0, 17.0, 31.0, 33.0, 40.0, 38.0, 20.0, 12.0, 23.0, 36.0, 8.0, 16.0, 35.0, 2.0]
2305.26119714648 -2460.0 [2.0, 10.0, 3.0, 39.0, 1.0, 24.0, 17.0, 13.0, 12.0, 42.0, 31.0, 40.0, 20.0, 25.0, 21.0, 41.0, 27.0, 4.0, 9.0, 26.0, 28.0, 29.0, 33.0, 36.0, 11.0, 23.0, 15.0, 14.0, 19.0, 30.0, 32.0, 34.0, 35.0, 5.0, 6.0, 37.0, 22.0, 16.0, 7.0, 18.0, 38.0, 8.0]
2619.77398468185 -2856.0 [15.0, 21.0, 41.0, 25.0, 6.0, 20.0, 10.0, 1.0, 39.0, 7.0, 8.0, 24.0, 30.0, 16.0, 13.0, 35.0, 19.0, 27.0, 3.0, 2.0, 14.0, 33.0, 36.0, 40.0, 5.0, 4.0, 29.0, 12.0, 28.0, 23.0, 37.0, 9.0, 38.0, 34.0, 17.0, 18.0, 32.0, 26.0, 31.0, 42.0, 11.0, 22.0]
2961.727215783818 -3195.0 [29.0, 8.0, 30.0, 34.0, 17.0, 37.0, 19.0, 7.0, 35.0, 22.0, 38.0, 32.0, 39.0, 14.0, 33.0, 23.0, 5.0, 3.0, 25.0, 12.0, 20.0, 13.0, 11.0, 6.0, 42.0, 41.0, 27.0, 28.0, 16.0, 26.0, 36.0, 1.0, 24.0, 21.0, 31.0, 40.0, 18.0, 10.0, 15.0, 2.0, 4.0, 9.0]
3139.2756597679972 -3377.0 [40.0, 16.0, 42.0, 20.0, 27.0, 14.0, 33.0, 28.0, 8.0, 4.0, 24.0, 39.0, 41.0, 18.0, 1.0, 5.0, 22.0, 30.0, 2.0, 31.0, 32.0, 3.0, 25.0, 26.0, 10.0, 38.0, 15.0, 7.0, 35.0, 13.0, 12.0, 6.0, 36.0, 19.0, 21.0, 37.0, 9.0, 29.0, 11.0, 17.0, 34.0, 23.0]
2411.205776273209 -2615.0 [36.0, 24.0, 31.0, 17.0, 4.0, 35.0, 22.0, 19.0, 37.0, 9.0, 3.0, 12.0, 30.0, 27.0, 8.0, 15.0, 25.0, 10.0, 18.0, 28.0, 23.0, 29.0, 6.0, 1.0, 41.0, 42.0, 20.0, 16.0, 21.0, 11.0, 26.0, 7.0, 40.0, 33.0, 5.0, 32.0, 39.0, 38.0, 34.0, 2.0, 14.0, 13.0]
2338.23958399073 -2497.0 [38.0, 33.0, 1.0, 5.0, 3.0, 34.0, 15.0, 30.0, 37.0, 2.0, 21.0, 19.0, 17.0, 8.0, 42.0, 10.0, 25.0, 11.0, 13.0, 14.0, 24.0, 29.0, 41.0, 39.0, 36.0, 12.0, 31.0, 40.0, 22.0, 23.0, 18.0, 27.0, 28.0, 26.0, 16.0, 20.0, 35.0, 6.0, 9.0, 7.0, 4.0, 32.0]
3102.673150992188 -3365.0 [6.0, 10.0, 2.0, 7.0, 3.0, 32.0, 41.0, 12.0, 36.0, 16.0, 33.0, 26.0, 22.0, 20.0, 35.0, 42.0, 19.0, 11.0, 28.0, 39.0, 17.0, 31.0, 18.0, 23.0, 29.0, 13.0, 21.0, 34.0, 15.0, 40.0, 8.0, 38.0, 14.0, 25.0, 1.0, 27.0, 24.0, 4.0, 9.0, 37.0, 30.0, 5.0]
3026.046855834688 -3275.0 [37.0, 24.0, 14.0, 29.0, 6.0, 8.0, 26.0, 42.0, 36.0, 39.0, 2.0, 16.0, 7.0, 19.0, 11.0, 28.0, 9.0, 40.0, 31.0, 20.0, 22.0, 13.0, 34.0, 12.0, 41.0, 30.0, 18.0, 38.0, 25.0, 5.0, 4.0, 27.0, 23.0, 35.0, 21.0, 10.0, 15.0, 32.0, 17.0, 1.0, 3.0, 33.0]
3284.019310267495 -3536.0 [3.0, 37.0, 25.0, 32.0, 17.0, 33.0, 35.0, 21.0, 2.0, 16.0, 28.0, 5.0, 10.0, 6.0, 24.0, 22.0, 31.0, 36.0, 13.0, 11.0, 19.0, 4.0, 15.0, 9.0, 40.0, 30.0, 26.0, 42.0, 41.0, 23.0, 39.0, 20.0, 8.0, 27.0, 12.0, 38.0, 14.0, 34.0, 18.0, 1.0, 7.0, 29.0]
2232.178563804133 -2446.0 [5.0, 1.0, 6.0, 4.0, 9.0, 28.0, 22.0, 12.0, 11.0, 15.0, 32.0, 40.0, 41.0, 39.0, 38.0, 42.0, 10.0, 18.0, 36.0, 25.0, 20.0, 14.0, 8.0, 2.0, 34.0, 35.0, 7.0, 26.0, 3.0, 17.0, 16.0, 27.0, 33.0, 31.0, 29.0, 23.0, 13.0, 19.0, 21.0, 37.0, 24.0, 30.0]
2730.5745332865877 -2965.0 [22.0, 1.0, 4.0, 38.0, 13.0, 33.0, 26.0, 28.0, 39.0, 41.0, 32.0, 15.0, 24.0, 18.0, 21.0, 9.0, 5.0, 8.0, 19.0, 11.0, 42.0, 35.0, 16.0, 27.0, 30.0, 37.0, 6.0, 25.0, 17.0, 14.0, 29.0, 34.0, 10.0, 36.0, 31.0, 12.0, 23.0, 40.0, 7.0, 2.0, 3.0, 20.0]
3059.412782350202 -3301.0 [42.0, 3.0, 39.0, 13.0, 34.0, 14.0, 36.0, 27.0, 10.0, 30.0, 16.0, 33.0, 32.0, 7.0, 17.0, 1.0, 9.0, 12.0, 38.0, 4.0, 41.0, 19.0, 6.0, 11.0, 20.0, 40.0, 5.0, 37.0, 24.0, 31.0, 22.0, 28.0, 8.0, 25.0, 35.0, 18.0, 2.0, 23.0, 29.0, 21.0, 26.0, 15.0]
2815.6555127041893 -3051.0 [22.0, 17.0, 12.0, 33.0, 37.0, 26.0, 9.0, 42.0, 4.0, 27.0, 38.0, 29.0, 32.0, 2.0, 13.0, 28.0, 19.0, 11.0, 25.0, 18.0, 5.0, 35.0, 15.0, 1.0, 10.0, 36.0, 30.0, 6.0, 24.0, 39.0, 7.0, 41.0, 31.0, 14.0, 34.0, 40.0, 3.0, 16.0, 21.0, 23.0, 20.0, 8.0]
2916.8768387573286 -3181.0 [38.0, 19.0, 4.0, 33.0, 10.0, 8.0, 6.0, 41.0, 36.0, 37.0, 15.0, 32.0, 24.0, 39.0, 11.0, 20.0, 2.0, 18.0, 21.0, 9.0, 3.0, 25.0, 7.0, 31.0, 42.0, 12.0, 28.0, 23.0, 1.0, 5.0, 29.0, 35.0, 13.0, 27.0, 14.0, 16.0, 22.0, 34.0, 26.0, 40.0, 30.0, 17.0]
2811.158950736577 -3049.0 [39.0, 9.0, 11.0, 31.0, 8.0, 4.0, 35.0, 24.0, 19.0, 16.0, 30.0, 23.0, 28.0, 26.0, 14.0, 2.0, 34.0, 10.0, 37.0, 18.0, 6.0, 40.0, 12.0, 36.0, 17.0, 22.0, 21.0, 15.0, 7.0, 25.0, 27.0, 3.0, 42.0, 20.0, 5.0, 33.0, 32.0, 41.0, 1.0, 13.0, 29.0, 38.0]
3301.068953681278 -3550.0 [29.0, 35.0, 23.0, 40.0, 7.0, 1.0, 6.0, 19.0, 9.0, 12.0, 26.0, 31.0, 28.0, 34.0, 17.0, 27.0, 8.0, 41.0, 18.0, 36.0, 25.0, 14.0, 3.0, 38.0, 15.0, 21.0, 24.0, 13.0, 37.0, 22.0, 2.0, 20.0, 42.0, 11.0, 33.0, 16.0, 30.0, 10.0, 39.0, 32.0, 4.0, 5.0]
2643.796348379809 -2871.0 [7.0, 26.0, 21.0, 12.0, 27.0, 22.0, 30.0, 20.0, 4.0, 35.0, 15.0, 29.0, 18.0, 31.0, 23.0, 11.0, 10.0, 39.0, 13.0, 16.0, 19.0, 8.0, 14.0, 33.0, 6.0, 25.0, 40.0, 38.0, 34.0, 28.0, 1.0, 3.0, 9.0, 2.0, 32.0, 24.0, 37.0, 5.0, 17.0, 36.0, 41.0, 42.0]
3163.7254122718396 -3405.0 [14.0, 28.0, 21.0, 39.0, 1.0, 29.0, 16.0, 25.0, 24.0, 37.0, 2.0, 6.0, 23.0, 38.0, 18.0, 5.0, 10.0, 9.0, 27.0, 4.0, 32.0, 13.0, 34.0, 8.0, 42.0, 12.0, 19.0, 41.0, 15.0, 40.0, 7.0, 17.0, 30.0, 36.0, 22.0, 33.0, 31.0, 11.0, 20.0, 3.0, 35.0, 26.0]
3021.9252828126046 -3272.0 [26.0, 1.0, 19.0, 35.0, 41.0, 12.0, 23.0, 42.0, 2.0, 3.0, 40.0, 6.0, 37.0, 17.0, 11.0, 25.0, 5.0, 27.0, 8.0, 20.0, 4.0, 33.0, 14.0, 32.0, 36.0, 9.0, 30.0, 18.0, 31.0, 13.0, 24.0, 21.0, 34.0, 22.0, 39.0, 38.0, 15.0, 28.0, 16.0, 29.0, 7.0, 10.0]
2910.3022087642435 -3145.0 [36.0, 27.0, 7.0, 3.0, 1.0, 4.0, 30.0, 2.0, 40.0, 38.0, 8.0, 26.0, 31.0, 14.0, 34.0, 20.0, 17.0, 37.0, 33.0, 15.0, 41.0, 18.0, 42.0, 9.0, 6.0, 32.0, 28.0, 11.0, 21.0, 5.0, 10.0, 16.0, 35.0, 13.0, 29.0, 25.0, 24.0, 19.0, 39.0, 22.0, 12.0, 23.0]
3081.7955906119646 -3315.0 [32.0, 33.0, 13.0, 27.0, 1.0, 26.0, 36.0, 8.0, 28.0, 25.0, 34.0, 19.0, 39.0, 15.0, 35.0, 6.0, 30.0, 23.0, 16.0, 9.0, 41.0, 37.0, 38.0, 2.0, 4.0, 14.0, 24.0, 31.0, 3.0, 11.0, 20.0, 40.0, 18.0, 5.0, 21.0, 12.0, 42.0, 29.0, 17.0, 7.0, 10.0, 22.0]
3092.154417396928 -3333.0 [24.0, 35.0, 40.0, 3.0, 21.0, 33.0, 25.0, 13.0, 19.0, 22.0, 36.0, 23.0, 8.0, 16.0, 39.0, 12.0, 17.0, 11.0, 26.0, 1.0, 31.0, 41.0, 30.0, 15.0, 28.0, 42.0, 14.0, 4.0, 20.0, 7.0, 6.0, 38.0, 18.0, 34.0, 32.0, 2.0, 29.0, 27.0, 37.0, 5.0, 10.0, 9.0]
2674.80548113897 -2904.0 [39.0, 3.0, 27.0, 1.0, 17.0, 33.0, 38.0, 6.0, 7.0, 15.0, 12.0, 20.0, 41.0, 28.0, 36.0, 24.0, 5.0, 32.0, 37.0, 8.0, 21.0, 18.0, 40.0, 22.0, 11.0, 14.0, 23.0, 30.0, 4.0, 2.0, 10.0, 35.0, 26.0, 9.0, 25.0, 31.0, 29.0, 34.0, 42.0, 16.0, 19.0, 13.0]
3317.708851288952 -3552.0 [6.0, 19.0, 17.0, 36.0, 28.0, 8.0, 34.0, 26.0, 23.0, 20.0, 40.0, 14.0, 3.0, 16.0, 2.0, 27.0, 35.0, 29.0, 33.0, 24.0, 32.0, 12.0, 30.0, 18.0, 10.0, 15.0, 41.0, 21.0, 5.0, 31.0, 25.0, 42.0, 7.0, 13.0, 4.0, 38.0, 11.0, 39.0, 22.0, 1.0, 37.0, 9.0]
2552.1409786977983 -2783.0 [26.0, 31.0, 39.0, 19.0, 11.0, 24.0, 38.0, 37.0, 40.0, 41.0, 5.0, 14.0, 15.0, 28.0, 10.0, 3.0, 42.0, 32.0, 1.0, 20.0, 23.0, 12.0, 25.0, 8.0, 6.0, 21.0, 16.0, 2.0, 33.0, 13.0, 34.0, 35.0, 4.0, 36.0, 18.0, 27.0, 17.0, 29.0, 22.0, 9.0, 7.0, 30.0]
2723.2323667355804 -2964.0 [7.0, 42.0, 27.0, 31.0, 35.0, 29.0, 13.0, 22.0, 30.0, 18.0, 16.0, 2.0, 6.0, 36.0, 25.0, 14.0, 32.0, 3.0, 19.0, 23.0, 37.0, 28.0, 26.0, 9.0, 4.0, 10.0, 5.0, 39.0, 17.0, 21.0, 38.0, 20.0, 24.0, 8.0, 11.0, 15.0, 33.0, 34.0, 40.0, 1.0, 12.0, 41.0]
3001.5608931222587 -3259.0 [37.0, 3.0, 29.0, 18.0, 21.0, 40.0, 31.0, 5.0, 10.0, 32.0, 13.0, 41.0, 12.0, 17.0, 27.0, 6.0, 35.0, 28.0, 15.0, 25.0, 7.0, 38.0, 42.0, 11.0, 26.0, 4.0, 34.0, 14.0, 20.0, 24.0, 30.0, 33.0, 22.0, 2.0, 23.0, 1.0, 16.0, 36.0, 39.0, 8.0, 19.0, 9.0]
3217.6475766643193 -3460.0 [26.0, 17.0, 33.0, 37.0, 10.0, 41.0, 30.0, 29.0, 39.0, 3.0, 23.0, 36.0, 13.0, 9.0, 25.0, 20.0, 12.0, 28.0, 40.0, 15.0, 6.0, 42.0, 14.0, 1.0, 11.0, 24.0, 2.0, 18.0, 27.0, 16.0, 5.0, 19.0, 22.0, 32.0, 7.0, 21.0, 34.0, 38.0, 8.0, 31.0, 4.0, 35.0]
2332.7280848960327 -2489.0 [7.0, 29.0, 32.0, 40.0, 33.0, 17.0, 20.0, 8.0, 30.0, 19.0, 25.0, 37.0, 11.0, 41.0, 12.0, 24.0, 10.0, 1.0, 42.0, 23.0, 2.0, 16.0, 13.0, 14.0, 15.0, 26.0, 22.0, 28.0, 35.0, 21.0, 3.0, 9.0, 5.0, 6.0, 4.0, 31.0, 34.0, 36.0, 38.0, 39.0, 27.0, 18.0]
2477.8216948037884 -2678.0 [42.0, 12.0, 17.0, 20.0, 21.0, 16.0, 30.0, 3.0, 13.0, 33.0, 29.0, 11.0, 37.0, 6.0, 19.0, 9.0, 8.0, 24.0, 27.0, 1.0, 5.0, 35.0, 25.0, 10.0, 34.0, 15.0, 7.0, 38.0, 22.0, 40.0, 2.0, 41.0, 32.0, 4.0, 36.0, 39.0, 14.0, 18.0, 23.0, 28.0, 26.0, 31.0]
2795.842818478206 -3029.0 [42.0, 27.0, 29.0, 38.0, 12.0, 21.0, 24.0, 33.0, 15.0, 36.0, 5.0, 17.0, 30.0, 2.0, 37.0, 18.0, 11.0, 31.0, 14.0, 20.0, 6.0, 1.0, 9.0, 34.0, 41.0, 8.0, 13.0, 23.0, 19.0, 16.0, 4.0, 32.0, 26.0, 35.0, 22.0, 25.0, 7.0, 3.0, 10.0, 39.0, 40.0, 28.0]
3140.8915768866223 -3388.0 [27.0, 12.0, 30.0, 36.0, 37.0, 26.0, 11.0, 38.0, 9.0, 17.0, 35.0, 18.0, 4.0, 13.0, 31.0, 6.0, 14.0, 5.0, 23.0, 41.0, 8.0, 29.0, 16.0, 22.0, 19.0, 7.0, 40.0, 3.0, 2.0, 33.0, 25.0, 39.0, 28.0, 24.0, 32.0, 10.0, 20.0, 21.0, 42.0, 15.0, 1.0, 34.0]
2639.585758644984 -2857.0 [19.0, 39.0, 1.0, 42.0, 23.0, 11.0, 36.0, 5.0, 40.0, 9.0, 29.0, 3.0, 16.0, 10.0, 24.0, 41.0, 25.0, 17.0, 12.0, 21.0, 18.0, 14.0, 28.0, 33.0, 15.0, 7.0, 13.0, 30.0, 2.0, 34.0, 6.0, 38.0, 4.0, 35.0, 26.0, 37.0, 20.0, 32.0, 22.0, 31.0, 27.0, 8.0]
2673.8515355751215 -2896.0 [11.0, 7.0, 4.0, 36.0, 10.0, 35.0, 28.0, 40.0, 25.0, 29.0, 34.0, 39.0, 19.0, 22.0, 20.0, 18.0, 8.0, 5.0, 30.0, 27.0, 14.0, 1.0, 38.0, 42.0, 2.0, 15.0, 41.0, 12.0, 13.0, 31.0, 3.0, 17.0, 32.0, 33.0, 23.0, 9.0, 6.0, 37.0, 21.0, 16.0, 26.0, 24.0]
2869.086446892863 -3113.0 [19.0, 9.0, 30.0, 1.0, 10.0, 23.0, 11.0, 24.0, 21.0, 26.0, 29.0, 17.0, 20.0, 36.0, 41.0, 5.0, 31.0, 37.0, 38.0, 15.0, 3.0, 42.0, 35.0, 8.0, 2.0, 6.0, 12.0, 32.0, 13.0, 25.0, 22.0, 28.0, 33.0, 18.0, 39.0, 16.0, 40.0, 27.0, 4.0, 7.0, 14.0, 34.0]
